code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
000880,潍柴重机,机械基件,山东,143.93,13513.5,27610.05,338170.5,122926.4,134377.75,58911.36,2.13,0.024,4.68,2.97,19980402
600647,同达创业,综合类,上海,1474.99,13914.36,13914.36,53209.07,41500.7,2014.73,68.08,0.0,0.004,1.95,12.75,19930504
002684,猛狮科技,电气设备,广东,1007.39,20587.38,32868.8,291658.5,114878.27,87059.21,97125.18,2.95,0.008,4.5,7.17,20120612
000966,长源电力,火力发电,湖北,6.25,110828.4,110828.4,905276.88,79056.43,707755.56,151182.67,1.36,0.264,3.17,2.08,20000316
002386,天原集团,化工原料,四川,0.0,67150.24,67167.97,1369881.63,362069.03,639289.0,185366.23,2.76,-0.081,5.89,1.25,20100409
000767,漳泽电力,火力发电,山西,0.0,225372.91,225373.78,3342969.25,489790.0,2143535.0,228225.75,1.01,-0.085,2.48,1.48,19970609
002152,广电运通,电脑设备,广东,38.57,129464.77,161925.7,1056755.75,844618.88,63777.51,311367.69,1.92,0.11,4.87,3.5,20070813
002448,中原内配,汽车配件,河南,40.82,45851.8,58810.23,265045.84,116707.15,98464.77,53186.05,0.9,0.095,3.54,4.4,20100716
600210,紫江企业,广告包装,上海,45.7,143673.59,151673.59,1103843.0,456007.69,392480.69,37736.89,0.25,0.033,2.69,2.21,19990824
000722,湖南发展,水力发电,湖南,44.73,46415.51,46415.82,296876.31,64701.38,169509.92,213774.05,4.61,0.079,5.63,2.51,19970522
600967,北方创业,运输设备,内蒙,0.0,82282.79,82282.79,315795.53,207369.59,51405.17,71455.93,0.87,-0.057,2.69,4.15,20040518
600375,*ST星马,汽车整车,安徽,0.0,55574.05,55574.05,904495.81,421319.31,304500.88,266488.34,4.8,-0.028,4.68,1.28,20030401
600468,百利电气,电气设备,天津,191.03,45619.19,54074.23,256005.5,180561.22,28383.09,102062.46,1.89,0.019,3.17,4.49,20010615
300022,吉峰农机,其他商业,四川,1064.1,31994.28,38024.03,267879.72,230081.47,13058.62,19960.09,0.52,0.002,0.63,13.2,20091030
000020,深华发Ａ,元器件,深圳,3282.66,18116.53,28316.11,60573.98,41380.87,10822.46,14628.36,0.52,0.002,1.1,19.78,19920428
600433,冠豪高新,造纸,广东,260.1,119028.0,127131.54,407790.75,139661.17,196987.25,69587.4,0.55,0.009,1.92,4.69,20030619
600510,黑牡丹,全国地产,江苏,38.62,79552.27,104709.5,1803225.75,1425468.88,36300.8,299120.63,2.86,0.059,6.38,1.42,20020618
000982,中银绒业,纺织,宁夏,0.0,129393.21,180504.31,1387965.13,743826.25,462438.59,202861.23,1.12,-0.05,1.81,3.33,20000706
000912,泸天化,农药化肥,四川,0.0,58500.0,58500.0,818107.44,143079.06,587841.38,97935.56,1.67,-0.067,1.21,5.01,19990603
600716,凤凰股份,区域地产,江苏,1612.36,74060.06,93606.06,1089505.75,1006715.19,1440.33,147961.44,1.58,0.001,3.69,2.06,19960702
000156,华数传媒,影视音像,浙江,46.31,99362.43,143335.19,1270813.63,757434.75,232850.84,621420.31,4.34,0.103,6.56,2.9,20000906
000698,沈阳化工,化工原料,辽宁,16.19,43235.28,81951.43,1005160.63,317406.5,582774.63,133632.0,1.63,0.106,4.85,1.41,19970220
600236,桂冠电力,水力发电,广西,14.27,112852.67,606336.75,4206209.5,440130.69,3418471.25,213383.52,0.35,0.12,2.17,3.16,20000323
600178,东安动力,汽车配件,黑龙江,300.98,46208.0,46208.0,359845.53,160751.06,31806.02,85994.0,1.86,0.008,3.79,2.42,19981014
601918,*ST新集,煤炭开采,安徽,0.0,259054.19,259054.19,3082059.5,259244.55,1221500.75,178790.84,0.69,-0.008,1.66,2.3,20071219
600864,哈投股份,火力发电,黑龙江,37.45,54637.82,54637.82,557904.75,100429.61,181527.5,2832.05,0.05,0.077,6.62,1.73,19940809
600187,国中水务,水务,黑龙江,0.0,145562.42,145562.42,393065.88,107565.05,78144.21,133744.56,0.92,-0.007,1.74,2.65,19981111
002478,常宝股份,普钢,江苏,40.96,29495.49,40010.0,391214.38,228284.77,110180.31,109171.5,2.73,0.071,7.48,1.55,20100921
600590,泰豪科技,电气设备,江西,132.3,50200.57,66696.04,798760.44,491063.19,78848.46,246290.09,3.69,0.026,5.62,2.49,20020703
600810,神马股份,化纤,河南,78.7,44228.0,44228.0,853504.63,367461.97,228817.66,179640.92,4.06,0.025,5.42,1.44,19940106
002276,万马股份,电气设备,浙江,174.82,92251.71,93928.54,482548.31,368821.91,62890.7,78995.68,0.84,0.029,3.16,6.4,20090710
600547,山东黄金,黄金,山东,70.25,142307.23,142307.23,2342234.5,247472.52,909794.81,3486.23,0.02,0.155,6.94,6.29,20030828
300169,天晟新材,塑料,江苏,0.0,19946.82,32598.42,187386.05,86564.43,46297.59,82893.86,2.54,-0.029,3.77,2.9,20110125
000703,恒逸石化,化纤,广西,21.97,115358.77,130613.27,2399150.0,831093.13,874099.13,94695.4,0.73,0.116,4.92,2.07,19970328
600516,方大炭素,矿物制品,甘肃,366.94,171916.03,171916.03,837526.38,533416.94,157004.27,167132.13,0.97,0.006,3.36,2.8,20020830
600170,上海建工,建筑施工,上海,14.1,690631.5,713185.69,13731418.0,10495457.0,678660.25,407139.72,0.57,0.07,3.14,1.25,19980623
002024,苏宁云商,电器连锁,江苏,0.0,501781.5,931003.94,9177835.0,5815065.5,1320060.38,523774.0,0.56,-0.032,4.07,2.71,20040721
603799,华友钴业,小金属,浙江,0.0,26392.19,53519.0,969207.81,507450.5,302612.78,121736.55,2.27,-0.065,4.39,8.8,20150129
600562,国睿科技,通信设备,江苏,188.93,30272.15,47873.12,175739.77,158239.52,12880.0,2133.63,0.04,0.049,2.15,17.3,20030128
600884,杉杉股份,服饰,浙江,117.82,82171.64,112276.5,1356250.5,778629.81,102079.47,378097.97,3.37,0.037,7.15,2.43,19960130
000627,天茂集团,化工原料,湖北,10.61,135357.8,425919.47,11119830.0,2817756.0,51992.0,691747.13,1.62,0.24,2.97,2.67,19961112
300349,金卡股份,电器仪表,浙江,86.42,13956.46,18000.0,122948.52,62801.55,15436.6,30662.06,1.7,0.121,5.25,8.0,20120817
002732,燕塘乳业,乳制品,广东,121.46,6077.18,15735.0,95429.43,37100.6,26888.4,31940.59,2.03,0.057,5.05,5.49,20141205
603558,健盛集团,纺织,浙江,36.86,11550.0,37050.0,231430.0,147795.98,46826.92,108168.27,2.92,0.15,4.88,3.91,20150127
300093,金刚玻璃,玻璃,广东,3216.53,21527.09,21600.0,124844.81,69125.25,48187.19,38683.3,1.79,0.002,4.05,5.89,20100708
600605,汇通能源,商贸代理,上海,219.81,14734.45,14734.45,127032.82,52061.85,58007.36,17890.89,1.21,0.023,3.79,5.25,19920327
601991,大唐发电,火力发电,北京,19.48,999436.0,1331003.75,30115828.0,2042762.38,18233952.0,1085467.25,0.82,0.051,3.43,1.17,20061220
000429,粤高速Ａ,路桥,广东,13.89,46866.89,125711.77,1213185.5,137709.0,643909.81,153477.77,1.22,0.101,4.15,1.35,19980220
601333,广深铁路,铁路,深圳,21.8,565223.69,708353.69,3149695.25,555463.69,2375254.5,1156273.75,1.63,0.046,3.92,1.02,20061222
600378,天科股份,化工原料,四川,1205.81,29719.33,29719.33,96363.3,66048.82,28622.98,15308.55,0.52,0.003,2.47,6.5,20010111
600200,江苏吴中,综合类,江苏,0.0,52363.92,66944.6,438817.31,356519.78,42597.23,51917.01,0.78,-0.014,2.31,8.72,19990401
600691,阳煤化工,农药化肥,四川,118.39,175639.09,175678.69,4062775.25,1285076.5,1844880.25,295143.22,1.68,0.007,2.62,1.23,19931119
300458,全志科技,元器件,广东,111.0,7039.75,16000.0,176793.0,153147.36,12820.36,40414.75,2.53,0.244,9.82,11.02,20150515
600157,永泰能源,煤炭开采,山西,248.62,459565.47,1242579.5,8757238.0,1542541.0,1925212.63,688733.81,0.55,0.004,1.81,2.23,19980513
002646,青青稞酒,白酒,青海,16.31,45000.0,45000.0,288702.03,151653.61,53899.69,85475.59,1.9,0.322,5.53,3.8,20111222
002273,水晶光电,元器件,浙江,116.99,53576.92,65491.8,297972.69,154187.06,63426.15,158536.59,2.42,0.061,4.16,6.82,20080919
002150,通润装备,机械基件,江苏,68.29,25020.0,25020.0,89243.25,57651.23,25450.4,4534.43,0.18,0.056,2.54,6.07,20070810
600192,长城电工,电气设备,甘肃,263.96,44174.8,44174.8,454002.94,321039.88,79823.81,90308.9,2.04,0.01,4.28,2.46,19981224
600361,华联综超,超市连锁,北京,0.0,66580.78,66580.78,1173841.0,854111.38,65015.48,167767.17,2.52,-0.073,4.55,1.43,20011129
000778,新兴铸管,钢加工,河北,113.68,364293.44,364330.75,5098093.0,2285053.5,1693155.75,726847.06,2.0,0.011,4.67,1.04,19970606
000031,中粮地产,全国地产,深圳,23.26,181372.02,181373.16,5764193.0,5189810.5,56076.3,27967.23,0.15,0.105,3.4,2.87,19931008
601117,中国化学,建筑施工,北京,18.39,493300.0,493300.0,8285355.0,6701024.0,769322.38,551338.69,1.12,0.077,5.37,1.06,20100107
600231,凌钢股份,普钢,辽宁,0.0,160800.44,251916.59,1528818.25,618900.13,744898.94,158554.98,0.63,-0.052,1.97,1.24,20000511
000732,泰禾集团,区域地产,福建,19.14,101577.28,124445.07,8614390.0,7417140.0,36412.96,470093.31,3.78,0.259,10.94,1.81,19970704
603077,和邦生物,化工原料,四川,76.93,318512.38,331223.84,1130562.5,226625.3,332999.09,105972.47,0.32,0.016,1.91,2.6,20120731
002233,塔牌集团,水泥,广东,71.59,75814.29,89465.59,584737.94,182754.47,214123.27,107446.05,1.2,0.029,4.92,1.69,20080516
600190,锦州港,港口,辽宁,155.73,133898.05,200229.16,1164984.75,95299.32,859559.19,266351.25,1.33,0.007,2.95,1.42,19990609
600966,博汇纸业,造纸,山东,105.76,133684.42,133684.42,1224588.38,574861.25,576177.81,131503.27,0.98,0.008,2.94,1.14,20040608
603002,宏昌电子,化工原料,广东,138.15,60000.0,61396.17,135761.06,119598.57,7096.16,8355.1,0.14,0.014,1.68,4.49,20120518
600798,宁波海运,水运,浙江,1026.52,103085.09,103085.09,620218.44,21207.42,204706.52,134303.47,1.3,0.001,2.56,1.96,19970423
601016,节能风电,新型电力,北京,73.56,81778.0,207778.0,1728431.25,358546.44,1094346.88,325026.19,1.56,0.034,3.05,3.3,20140929
002184,海得控制,软件服务,上海,175.79,13438.62,23939.34,185254.02,148690.38,20568.65,25726.84,1.07,0.038,3.74,7.19,20071116
600642,申能股份,火力发电,上海,11.51,455203.84,455203.84,5120916.5,1010464.31,2107457.0,322386.0,0.71,0.128,5.33,1.11,19930416
002070,众和股份,纺织,福建,0.0,56671.21,63525.82,261349.45,116291.82,64019.1,0.0,0.0,-0.007,1.1,23.79,20061012
603005,晶方科技,半导体,江苏,133.92,9963.91,22669.69,197201.75,75040.55,88241.57,81391.13,3.59,0.071,7.34,5.18,20140210
300283,温州宏丰,电气设备,浙江,236.23,20316.59,41436.14,83297.38,46621.51,26370.0,15193.09,0.37,0.01,1.32,7.07,20120110
000797,中国武夷,全国地产,福建,115.56,42818.08,49979.8,1033822.63,956528.88,18542.57,83280.71,1.67,0.04,4.12,3.72,19970715
600072,钢构工程,船舶,上海,0.0,47842.96,47842.96,195362.25,103040.57,70221.45,40558.23,0.85,-0.045,2.37,6.48,19970603
000613,大东海A,旅游服务,海南,910.06,26564.56,36410.0,10668.05,2412.32,5041.43,5414.27,0.15,0.004,0.22,67.26,19970128
002342,巨力索具,机械基件,河北,129.23,82293.09,96000.0,391110.13,189376.27,145266.41,67769.74,0.71,0.012,2.52,2.38,20100126
600449,宁夏建材,水泥,宁夏,0.0,47818.1,47818.1,778346.38,227948.84,480921.69,202657.38,4.24,-0.191,8.52,1.11,20030829
600787,中储股份,仓储物流,天津,18.55,185982.84,219980.09,1686104.0,1043397.88,202304.31,356851.91,1.62,0.104,4.04,1.91,19970121
002107,沃华医药,中成药,山东,94.34,34891.35,36075.6,67572.18,35669.18,21333.0,0.0,0.0,0.043,1.36,11.98,20070124
000822,山东海化,化工原料,山东,592.65,89508.31,89509.2,336708.72,129869.32,167632.97,150483.06,1.68,0.002,2.54,2.03,19980703
600677,航天通信,通信设备,浙江,174.73,39837.69,52179.17,1122058.63,747013.69,123630.65,212387.3,4.07,0.03,5.98,3.47,19930928
600317,营口港,港口,辽宁,52.81,647298.31,647298.31,1599822.63,257147.91,1116773.88,155388.09,0.24,0.016,1.56,2.22,20020131
300468,四方精创,软件服务,深圳,270.91,5658.06,10392.15,81923.88,61788.33,945.69,46916.78,4.51,0.073,7.78,10.13,20150527
000856,*ST冀装,机械基件,河北,0.0,22700.0,22700.0,221950.77,161853.3,19968.25,35812.96,1.58,-0.103,0.95,12.79,19980813
601208,东材科技,化工原料,四川,95.82,61576.0,61576.0,325591.91,117350.02,167938.25,117011.17,1.9,0.023,3.62,2.4,20110520
600225,天津松江,区域地产,天津,0.0,84982.54,93549.25,1459050.63,1335143.5,15272.45,114847.55,1.23,-0.385,1.63,3.74,20000127
000009,中国宝安,综合类,深圳,183.83,155515.98,159210.73,1877401.38,1267394.25,219041.3,47144.55,0.3,0.019,2.81,4.96,19910625
600705,中航资本,多元金融,黑龙江,24.94,746539.69,897632.56,13425966.0,7405053.5,452823.66,856034.38,0.95,0.061,2.3,2.65,19960516
600550,保变电气,电气设备,河北,177.61,137299.09,153460.7,872532.38,592653.0,104540.61,315411.22,2.06,0.009,0.21,29.74,20010228
600880,博瑞传播,广告包装,四川,951.82,73208.15,109333.21,444749.31,156378.61,48018.0,80541.72,0.74,0.002,3.29,2.65,19951115
600425,青松建化,水泥,新疆,0.0,137879.02,137879.02,1125491.13,229946.97,598416.81,320171.16,2.32,-0.113,3.2,1.36,20030724
300478,杭州高新,橡胶,浙江,449.19,2417.0,6667.0,59183.25,42866.6,7356.31,24014.25,3.6,0.034,7.38,8.3,20150610
600208,新湖中宝,全国地产,浙江,83.35,763663.38,859934.38,9484504.0,7560581.5,22195.97,867535.81,1.01,0.013,2.69,1.63,19990623
002524,光正集团,供气供热,新疆,0.0,49973.19,50333.28,174927.5,38045.05,81389.68,30598.49,0.61,-0.02,1.54,5.13,20101217
601002,晋亿实业,机械基件,浙江,0.0,73847.0,79269.0,404112.41,246400.7,127465.46,110231.45,1.39,-0.002,2.83,3.11,20070126
601010,文峰股份,超市连锁,江苏,46.08,184800.0,184800.0,669234.0,218309.17,300083.28,83723.09,0.45,0.029,2.17,2.44,20110603
600569,安阳钢铁,普钢,河南,0.0,239368.45,239368.45,3207137.5,1329378.13,1232252.13,346191.31,1.45,-0.073,1.89,1.4,20010820
600477,杭萧钢构,钢加工,浙江,50.94,79975.88,105191.65,595155.75,493244.44,71392.9,46255.59,0.44,0.035,1.63,4.35,20031110
600176,中国巨石,玻璃,浙江,16.48,191978.48,243215.75,2362076.25,905918.81,1244571.63,578805.13,2.38,0.148,4.15,2.35,19990422
002308,威创股份,电脑设备,广东,159.78,83551.0,83559.15,272909.16,81071.63,46525.85,57872.63,0.69,0.026,2.62,6.43,20091127
002708,光洋股份,汽车配件,江苏,111.8,15768.46,47800.19,262305.22,109850.97,74693.81,106806.86,2.23,0.03,3.76,3.54,20140121
002796,世嘉科技,专用机械,江苏,297.99,2000.0,8000.0,34843.76,21316.22,10008.83,5934.81,0.74,0.082,4.42,22.08,20160510
603019,中科曙光,电脑设备,天津,211.91,35873.08,64302.39,454054.56,265265.66,74146.31,40370.01,0.63,0.047,2.3,17.39,20141106
600548,深高速,路桥,深圳,17.31,143327.03,218077.03,3191967.75,887960.38,112137.32,227435.16,1.04,0.115,5.79,1.38,20011225
600814,杭州解百,百货,浙江,31.75,31038.3,71502.67,449644.19,218061.75,99937.93,1428.49,0.02,0.084,2.89,3.7,19940114
600083,博信股份,建筑施工,广东,670.93,22692.27,23000.0,11420.16,8789.19,292.16,9643.53,0.42,0.008,0.23,87.66,19970606
002711,欧浦智网,仓储物流,广东,49.5,25131.99,66004.39,288982.56,163691.59,27910.46,33097.44,0.5,0.077,2.1,7.23,20140127
300462,华铭智能,专用机械,上海,217.03,5476.58,13776.0,67773.63,63710.45,1597.0,19802.05,1.44,0.05,3.71,11.81,20150527
600106,重庆路桥,路桥,重庆,35.29,90774.2,90774.2,678564.13,180215.31,32148.85,5429.05,0.06,0.051,3.47,2.07,19970618
002797,第一创业,证券,深圳,227.52,21900.0,218900.0,3243379.5,0.0,14014.4,187296.95,0.86,0.046,3.16,13.15,20160511
000526,银润投资,房产服务,福建,0.0,9619.5,9619.5,33240.09,15406.19,2100.43,5808.39,0.6,-0.006,1.48,35.44,19931101
002021,中捷资源,纺织机械,浙江,0.0,56781.5,68781.5,168772.2,89475.77,35651.43,50035.28,0.73,-0.029,1.45,6.23,20040715
603117,万林股份,仓储物流,江苏,110.76,23510.5,41050.0,361905.09,253917.17,73416.17,41187.98,1.0,0.043,3.36,5.66,20150629
600861,北京城乡,百货,北京,38.13,31680.49,31680.49,438047.41,205572.36,193140.0,85674.63,2.7,0.089,7.39,1.85,19940520
002239,奥特佳,汽车配件,江苏,48.96,58001.71,107297.29,685847.06,332088.13,87326.67,235307.02,2.19,0.084,3.66,4.49,20080522
300287,飞利信,软件服务,北京,95.81,71718.25,143527.38,556666.56,256887.84,18803.99,129136.22,0.9,0.036,2.44,5.6,20120201
600676,交运股份,公共交通,上海,25.5,86237.39,86237.39,741265.0,363476.53,230032.88,118260.15,1.37,0.09,4.39,2.08,19930928
000540,中天城投,区域地产,贵州,7.54,392023.13,468307.5,5369809.5,4114276.75,334392.25,365938.75,0.78,0.213,2.72,2.36,19940202
000667,美好集团,全国地产,云南,22.7,255959.23,255959.23,1673259.63,1549886.0,36285.57,154742.27,0.6,0.04,2.31,1.59,19961205
601139,深圳燃气,供气供热,深圳,21.39,217903.02,217903.02,1567965.75,402232.91,619981.13,247350.22,1.14,0.097,3.37,2.45,20091225
600319,*ST亚星,化工原料,山东,0.0,31559.4,31559.4,213683.8,91131.88,104531.07,71594.9,2.27,-0.093,-0.58,-15.71,20010326
600067,冠城大通,全国地产,福建,2311.14,148779.45,148779.45,1998249.38,1510139.88,97231.32,168873.38,1.14,0.001,4.75,1.55,19970508
002470,金正大,农药化肥,山东,16.06,270840.72,313914.72,1244126.63,647219.88,349730.81,265398.19,0.85,0.129,2.7,3.07,20100908
603718,海利生物,生物制药,上海,94.99,30493.4,64400.0,132587.7,81616.78,29627.27,48294.34,0.75,0.044,1.48,11.25,20150515
002180,艾派克,电脑设备,广东,61.76,18933.39,99601.15,311154.31,266370.5,25819.82,42686.21,0.43,0.12,1.92,15.38,20071113
600664,哈药股份,化学制药,黑龙江,53.37,249272.81,249272.81,1357295.63,827850.0,434341.94,53554.91,0.21,0.039,2.87,2.91,19930629
000800,一汽轿车,汽车整车,吉林,0.0,141175.41,162750.0,1721105.0,805260.38,543983.13,248890.22,1.53,-0.26,5.09,2.18,19970618
002165,红 宝 丽,化工原料,江苏,45.54,52759.83,60487.12,183744.17,87348.68,64359.48,4927.87,0.08,0.051,2.04,4.59,20070913
002359,齐星铁塔,钢加工,山东,421.04,38333.25,41680.0,138286.94,81962.63,45245.43,45576.28,1.09,0.015,2.27,11.11,20100210
600597,光明乳业,乳制品,上海,34.17,122430.2,123063.67,1564886.75,759859.88,533449.06,177058.02,1.44,0.096,3.8,3.45,20020828
600076,康欣新材,通信设备,山东,35.05,36553.6,103426.4,338285.53,167719.17,85387.38,51492.65,0.5,0.107,2.56,5.85,19970526
000088,盐 田 港,港口,深圳,42.51,194214.56,194220.0,787610.13,152199.81,16053.01,71086.15,0.37,0.039,2.87,2.28,19970728
300205,天喻信息,元器件,湖北,214.29,42468.28,43005.6,165448.02,133648.92,19788.11,41568.71,0.97,0.018,2.6,5.78,20110421
000733,振华科技,元器件,贵州,39.12,42915.89,46934.21,705795.88,500712.44,90521.43,229612.84,4.89,0.144,7.64,2.95,19970703
600326,西藏天路,建筑施工,西藏,550.27,54720.0,66568.03,484706.09,292130.31,147121.98,105228.95,1.58,0.004,3.34,2.53,20010116
002782,可立克,电气设备,深圳,206.71,10650.0,42600.0,98555.86,68439.84,22259.2,31508.19,0.74,0.043,1.86,19.2,20151222
000428,华天酒店,酒店餐饮,湖南,0.0,71874.86,101892.6,931650.19,328256.94,338703.84,145306.69,1.43,-0.057,3.07,2.15,19960808
000926,福星股份,区域地产,湖北,10.99,53021.37,94932.25,4077545.25,3379118.5,173995.48,299084.34,3.15,0.279,10.16,1.21,19990618
002074,国轩高科,电气设备,江苏,29.73,46833.32,87635.0,760694.5,464101.5,122601.27,127211.81,1.45,0.349,3.79,10.95,20061018
002303,美盈森,造纸,深圳,130.59,61158.07,143040.0,315955.47,167049.52,79660.68,1615.79,0.01,0.025,1.69,7.84,20091103
000937,冀中能源,煤炭开采,河北,1195.87,290659.97,353354.69,4203431.0,1584317.5,1372010.5,415529.0,1.18,0.001,5.22,1.09,19990909
002158,汉钟精机,工程机械,上海,67.94,52963.01,53038.1,225537.77,176813.38,27584.43,96758.88,1.82,0.045,3.51,3.51,20070817
600059,古越龙山,红黄药酒,浙江,34.23,80852.4,80852.4,432572.41,272454.53,112280.95,188044.94,2.33,0.076,4.74,2.21,19970516
002407,多氟多,化工原料,河南,60.14,47747.83,62810.53,426197.94,205303.22,140559.34,160187.42,2.55,0.179,3.49,12.3,20100518
000709,河钢股份,普钢,河北,65.2,1061689.75,1061860.75,17257782.0,4784784.5,8046561.5,2320581.5,2.19,0.011,4.12,0.7,19970416
600239,云南城投,区域地产,云南,0.0,107045.79,107045.79,4853511.0,4233266.0,33948.37,183573.91,1.71,-0.134,3.88,1.23,19991202
600695,绿庭投资,多元金融,上海,0.0,36646.71,71113.21,117530.72,43985.12,8686.01,38475.9,0.54,-0.033,0.96,9.02,19931122
000930,中粮生化,农业综合,安徽,0.0,96441.1,96441.1,591787.0,211872.42,235721.66,90302.13,0.94,-0.032,1.46,7.92,19990712
000061,农 产 品,农业综合,深圳,1289.21,169152.95,169696.41,1645730.38,319819.34,279896.72,262646.81,1.55,0.002,2.86,4.37,19970110
002040,南 京 港,港口,江苏,151.65,24587.19,24587.19,109740.4,16017.23,35019.3,20872.77,0.85,0.024,2.74,5.28,20050325
002715,登云股份,汽车配件,广东,0.0,5379.83,9200.0,67300.74,34785.53,25475.39,24281.5,2.64,-0.045,4.76,6.9,20140219
600626,申达股份,纺织,上海,33.91,71024.28,71024.28,496760.25,278303.19,100833.65,14215.2,0.2,0.078,3.38,3.15,19930107
600662,强生控股,公共交通,上海,77.42,105336.21,105336.21,680713.69,277492.97,225320.3,76741.4,0.73,0.034,3.05,3.5,19930614
000972,中基健康,食品,新疆,0.0,77128.35,77128.35,239118.75,106840.88,94891.81,107309.3,1.39,-0.029,1.38,4.23,20000926
600050,中国联通,电信运营,上海,142.25,2119659.75,2119659.75,60148448.0,5973951.0,34878064.0,2781153.25,1.31,0.007,3.72,1.05,20021009
002723,金莱特,家用电器,广东,174.81,5565.75,18670.0,102628.31,43685.4,35544.4,22370.9,1.2,0.035,3.49,7.01,20140129
600133,东湖高新,园区开发,湖北,102.89,53794.89,63425.78,1865357.38,1466563.88,90000.88,56899.38,0.9,0.019,2.7,2.9,19980212
300073,当升科技,矿物制品,北京,199.28,15899.24,18303.4,176939.61,95053.99,30509.59,97747.9,5.34,0.086,6.87,9.99,20100427
002627,宜昌交运,公路,湖北,57.22,13099.79,13350.0,216436.13,87183.18,74519.96,41512.19,3.11,0.094,6.99,3.09,20111103
600250,南纺股份,商贸代理,江苏,0.0,25869.25,25869.25,173167.98,80925.5,10600.01,18689.47,0.72,-0.081,1.18,10.84,20010306
002104,恒宝股份,元器件,江苏,50.9,70723.97,71350.39,198030.31,137092.48,35221.35,8940.57,0.13,0.082,2.26,7.43,20070110
600600,青岛啤酒,啤酒,山东,18.73,69591.35,135098.28,2928456.5,1280390.5,987529.69,407507.88,3.02,0.395,12.58,2.35,19930827
002643,万润股份,化工原料,山东,48.68,30993.9,33987.12,386097.94,189086.22,99982.93,162986.06,4.8,0.264,7.88,6.52,20111220
000928,中钢国际,建筑施工,吉林,20.58,41286.57,64256.21,1279504.5,1210919.13,5059.03,179526.69,2.79,0.157,4.65,2.77,19990312
300028,金亚科技,通信设备,四川,918.73,24772.88,34620.3,69518.82,31027.98,4221.37,28794.85,0.83,0.005,0.98,18.18,20091030
000823,超声电子,元器件,广东,90.98,53685.69,53696.6,448210.5,255047.97,169749.27,142463.91,2.65,0.027,5.31,1.88,19971008
600778,友好集团,百货,新疆,415.29,31108.66,31149.13,653002.13,213984.2,206387.81,40360.45,1.3,0.006,5.14,1.94,19961203
600300,维维股份,软饮料,江苏,78.21,167200.0,167200.0,825290.56,457129.31,218019.95,25458.76,0.15,0.019,1.63,3.68,20000630
002098,浔兴股份,服饰,福建,179.24,31000.0,35800.0,142778.91,62228.1,52163.65,30951.34,0.86,0.017,2.93,4.09,20061222
600008,首创股份,环境保护,北京,50.24,482061.41,482061.41,3650689.25,1363469.25,456707.91,294034.97,0.61,0.02,1.77,2.26,20000427
000090,天健集团,建筑施工,深圳,63.92,77354.2,119778.54,1582068.88,1312925.75,17032.15,262307.0,2.19,0.035,4.98,1.81,19990721
000338,潍柴动力,汽车配件,山东,18.14,220583.38,399861.94,11973967.0,6159722.5,2393718.25,2510.5,0.01,0.111,8.0,1.0,20070430
600493,凤竹纺织,纺织,福建,333.44,27200.0,27200.0,97287.24,40799.55,34642.09,19092.56,0.7,0.011,2.36,5.96,20040421
600795,国电电力,火力发电,辽宁,8.16,1965039.75,1965039.75,25349600.0,1809023.75,17602492.0,640570.38,0.33,0.093,2.51,1.2,19970318
002603,以岭药业,中成药,河北,24.87,88891.79,112779.35,584734.25,235516.95,219112.95,169239.31,1.5,0.163,4.43,3.65,20110728
000523,广州浪奇,日用化工,广东,285.04,44554.05,52276.07,351405.63,265285.84,43971.26,100667.28,1.93,0.01,3.32,3.37,19931108
600831,广电网络,影视音像,陕西,37.42,56343.85,56343.85,543018.88,95339.93,355397.09,43285.98,0.77,0.089,3.47,3.82,19940224
600959,江苏有线,影视音像,江苏,47.97,107398.34,298810.0,1874626.63,616484.88,877818.19,735686.06,2.46,0.075,4.12,3.48,20150428
600690,青岛海尔,家用电器,山东,8.83,549141.69,610510.38,7704825.0,5518002.5,852516.31,8338.3,0.01,0.262,3.9,2.37,19931119
600635,大众公用,供气供热,上海,26.75,246730.45,246730.45,1488112.38,318363.38,401881.97,16653.01,0.07,0.058,2.31,2.67,19930304
002648,卫星石化,化工原料,浙江,624.41,80000.0,80000.0,705050.06,236402.8,368887.84,148578.13,1.86,0.004,3.91,2.37,20111228
002217,合力泰,元器件,山东,77.62,37558.23,142247.42,979034.88,519965.81,169426.0,357690.69,2.51,0.05,3.94,3.92,20080220
300329,海伦钢琴,文教休闲,浙江,144.26,24075.9,25128.99,88715.68,63203.46,19255.35,34978.73,1.39,0.036,3.11,6.62,20120619
600366,宁波韵升,电器仪表,浙江,5.46,52054.87,55748.69,596707.63,291504.81,84991.97,64922.6,1.16,1.23,8.08,3.06,20001030
600657,信达地产,全国地产,北京,0.0,152426.05,152426.05,5362477.5,4744345.0,7414.62,154276.23,1.01,-0.098,5.43,0.95,19930524
603766,隆鑫通用,摩托车,重庆,22.09,80467.25,83776.82,870907.0,426033.19,200030.75,116756.22,1.39,0.235,6.58,3.15,20120810
600890,中房股份,区域地产,北京,0.0,57919.48,57919.48,35346.12,22396.25,1179.99,2033.78,0.04,-0.014,0.55,20.66,19960318
600243,青海华鼎,机床制造,青海,0.0,23685.0,43885.0,296361.72,195069.05,65254.93,124394.57,2.83,-0.05,4.07,2.55,20001120
