date,dangriliuru,dangriyue,zongyue,dangrichengjiaojingmaie,mairuchengjiaoe,maichuchengjiaoe,lingzhanggu,lingzhangguzhangdiefu,shangzhengzhishu,zhangdiefu
2015-01-21,21.35,108.65,2142.21,19.26,45.80,26.55,万业企业,10.04%,3323.61,4.74%
2015-01-20,24.24,105.76,2163.72,21.45,49.36,27.91,中国南车,10.04%,3173.05,1.82%
2015-01-19,-3.27,133.27,2186.42,-3.43,26.19,29.62,亨通光电,10.03%,3116.35,-7.70%
2015-01-16,4.22,125.78,2184.85,1.27,24.78,23.51,赤天化,10.10%,3376.50,1.20%
2015-01-15,10.08,119.92,2189.58,7.05,27.91,20.86,精工钢构,10.03%,3336.46,3.54%
2015-01-14,7.21,122.79,2199.85,5.94,21.82,15.88,金宇集团,6.96%,3222.44,-0.40%
2015-01-13,-1.16,131.16,2207.32,-2.51,15.73,18.23,用友软件,10.02%,3235.30,0.19%
2015-01-12,-11.33,141.33,2206.57,-12.73,21.65,34.38,航天信息,9.99%,3229.32,-1.71%
2015-01-09,16.17,113.83,2198.37,14.53,34.70,20.17,中国北车,10.00%,3285.41,-0.24%
2015-01-08,10.78,119.22,2215.68,0.58,22.31,21.74,申达股份,10.05%,3293.46,-2.39%
2015-01-07,17.53,112.47,2218.79,3.42,20.43,17.01,洛阳玻璃,10.05%,3373.95,0.67%
2015-01-06,20.91,109.09,2224.94,-0.23,32.40,32.64,洛阳玻璃,10.05%,3351.45,0.03%
2015-01-05,46.89,83.11,2230.12,20.02,40.01,19.98,永泰能源,10.09%,3350.52,3.58%
2014-12-31,23.12,106.88,2253.68,-0.21,21.33,21.54,北辰实业,10.11%,3234.68,2.18%
2014-12-30,-6.30,136.30,2256.81,-6.96,14.25,21.21,中信银行,10.03%,3165.82,-0.07%
2014-12-29,7.50,122.50,2253.12,6.69,34.52,27.82,赤天化,10.07%,3168.02,0.33%
2014-12-23,6.53,123.47,2263.79,5.87,30.03,24.16,中航资本,10.00%,3032.61,-3.03%
2014-12-22,14.28,115.72,2272.47,13.24,39.54,26.30,内蒙华电,10.12%,3127.45,0.61%
2014-12-19,10.71,119.29,2289.40,8.62,29.40,20.77,马钢股份,10.11%,3108.60,1.67%
2014-12-18,19.08,110.92,2301.14,18.30,34.49,16.19,中海发展,10.06%,3057.52,-0.11%
2014-12-17,6.48,123.52,2321.74,4.89,35.73,30.84,氯碱化工,10.04%,3061.02,1.31%
2014-12-16,13.18,116.82,2330.40,12.26,27.72,15.47,中海发展,10.06%,3021.52,2.31%
2014-12-15,10.68,119.32,2344.44,9.36,22.24,12.88,中国中冶,10.06%,2953.42,0.52%
2014-12-12,18.62,111.38,2354.70,16.92,33.97,17.04,四川成渝,10.12%,2938.17,0.42%
2014-12-11,10.74,119.26,2373.25,9.15,26.51,17.36,东方航空,10.09%,2925.74,-0.49%
2014-12-10,19.41,110.59,2384.42,18.36,43.87,25.50,福建高速,10.12%,2940.01,2.93%
2014-12-09,11.59,118.41,2405.88,10.24,56.32,46.07,西南证券,10.04%,2856.27,-5.43%
2014-12-08,16.77,113.23,2424.20,14.16,48.17,34.01,中国电建,10.11%,3020.26,2.81%
2014-12-05,25.67,104.33,2443.40,24.50,59.84,35.35,建设银行,10.04%,2937.65,1.32%
2014-12-04,35.21,94.79,2472.32,33.59,46.28,12.69,上海石化,10.05%,2899.46,4.31%
2014-12-03,38.61,91.39,2507.13,36.85,60.50,23.65,万通地产,10.07%,2779.53,0.58%
2014-12-02,33.11,96.89,2546.44,31.15,42.14,10.99,重庆水务,10.06%,2763.55,3.11%
2014-12-01,13.98,116.02,2578.39,13.18,37.88,24.70,海南航空,10.14%,2680.16,-0.10%
2014-11-28,23.45,106.55,2593.61,22.46,30.14,7.68,光大银行,10.14%,2682.84,1.99%
2014-11-27,29.90,100.10,2616.48,28.69,33.35,4.66,中国一重,10.07%,2630.49,1.00%
2014-11-26,32.95,97.05,2645.48,31.93,35.15,3.23,重庆路桥,10.04%,2604.35,1.43%
2014-11-25,28.53,101.47,2677.57,27.50,31.32,3.82,万业企业,10.08%,2567.60,1.37%
2014-11-24,69.56,60.44,2705.16,58.56,61.39,2.83,北辰实业,10.09%,2532.88,1.85%
2014-11-21,23.41,106.59,2763.76,22.00,24.31,2.31,大众公用,10.02%,2486.79,1.39%
2014-11-20,22.76,107.24,2785.72,21.42,23.10,1.68,厦门国贸,9.37%,2452.66,0.07%
2014-11-19,26.12,103.88,2795.43,24.97,26.70,1.73,长江投资,9.98%,2450.99,-0.22%
2014-11-18,48.45,81.55,2821.55,47.20,49.44,2.24,-,-,-,-
2014-11-17,130.00,0,2870.00,120.82,120.82,0,-,-,-,-
